粘性,钝度,二维,外-激波后第0激波后马赫数,外-激波后第0激波后方向角,外-激波后第0激波后压缩角,外-激波后第0激波后流道高H,外-激波后第0激波后收缩比,外-激波后第0激波后sigma,外-激波后第1激波后马赫数,外-激波后第1激波后方向角,外-激波后第1激波后压缩角,外-激波后第1激波后流道高H,外-激波后第1激波后收缩比,外-激波后第1激波后sigma,外-激波后第2激波后马赫数,外-激波后第2激波后方向角,外-激波后第2激波后压缩角,外-激波后第2激波后流道高H,外-激波后第2激波后收缩比,外-激波后第2激波后sigma,外-激波后第3激波后马赫数,外-激波后第3激波后方向角,外-激波后第3激波后压缩角,外-激波后第3激波后流道高H,外-激波后第3激波后收缩比,外-激波后第3激波后sigma,内-激波后第0激波后马赫数,内-激波后第0激波后方向角,内-激波后第0激波后压缩角,内-激波后第0激波后流道高H,内-激波后第0激波后收缩比,内-激波后第0激波后sigma,内-激波后第1激波后马赫数,内-激波后第1激波后方向角,内-激波后第1激波后压缩角,内-激波后第1激波后流道高H,内-激波后第1激波后收缩比,内-激波后第1激波后sigma,内-激波后第2激波后马赫数,内-激波后第2激波后方向角,内-激波后第2激波后压缩角,内-激波后第2激波后流道高H,内-激波后第2激波后收缩比,内-激波后第2激波后sigma,压缩位置外压缩段风轴Cr,压缩位置外压缩段体轴Cr,压缩位置外压缩段长度,压缩位置外压缩段高度,压缩位置外压缩段阻力,压缩位置外压缩段比阻,压缩位置内压缩段风轴Cr,压缩位置内压缩段体轴Cr,压缩位置内压缩段长度,压缩位置内压缩段高度,压缩位置内压缩段阻力,压缩位置内压缩段比阻,压缩位置总_压_缩风轴Cr,压缩位置总_压_缩体轴Cr,压缩位置总_压_缩长度,压缩位置总_压_缩高度,压缩位置总_压_缩阻力,压缩位置总_压_缩比阻,每米宽度流量
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.439,8.126,4.281,120.358,1.653,0.989,2.985,15.9,7.774,80.427,2.473,0.963,2.985,15.9,15.9,94.696,1,0.963,2.399,4,11.9,57.818,1.638,0.907,2.237,0,4,50,1.894,0.906,2.473,2.473,644.88,198.91,2548,151.6,1.609,1.609,188.45,5.22,-220,-13.1,3.978,3.978,833.33,204.13,2767,164.7,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.439,8.126,4.281,120.358,1.653,0.989,2.985,15.9,7.774,80.427,2.473,0.963,2.985,15.9,15.9,93.397,1,0.963,2.299,2,13.9,53.66,1.741,0.88,2.22,0,2,50,1.868,0.88,2.473,2.473,644.88,198.91,2493,148.4,1.609,1.609,173.72,2.37,-113,-6.7,3.978,3.978,818.6,201.28,2607,155.2,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.439,8.126,4.281,120.358,1.653,0.989,2.985,15.9,7.774,80.427,2.473,0.963,2.985,15.9,15.9,91.803,1,0.963,2.198,0,15.9,50,1.836,0.848,2.198,0,0,50,1.836,0.848,2.473,2.473,644.88,198.91,2443,145.4,1.609,1.609,159.57,0,0,0,3.978,3.978,804.45,198.91,2443,145.4,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,2.987,15.9,6.774,80.291,2.477,0.967,2.987,15.9,15.9,95.732,1,0.967,2.738,10.9,5,75.92,1.261,0.962,2.248,0,10.9,50,1.915,0.926,2.477,2.477,644.88,198.91,2761,164.4,1.606,1.606,240.82,19.06,-503,-30,3.978,3.978,885.7,217.97,3264,194.3,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,2.987,15.9,6.774,80.291,2.477,0.967,2.987,15.9,15.9,96.136,1,0.967,2.617,8.406,7.494,68.751,1.398,0.951,2.254,0,8.406,50,1.923,0.935,2.477,2.477,644.88,198.91,2676,159.3,1.606,1.606,222.22,13.34,-420,-25,3.978,3.978,867.1,212.25,3096,184.3,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,2.987,15.9,6.774,80.291,2.477,0.967,2.987,15.9,15.9,95.676,1,0.967,2.5,6,9.9,62.493,1.531,0.933,2.25,0,6,50,1.914,0.927,2.477,2.477,644.88,198.91,2601,154.8,1.606,1.606,203.86,8.59,-318,-18.9,3.978,3.978,848.74,207.5,2919,173.8,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,2.987,15.9,6.774,80.291,2.477,0.967,2.987,15.9,15.9,94.76,1,0.967,2.401,4,11.9,57.828,1.639,0.911,2.239,0,4,50,1.895,0.91,2.477,2.477,644.88,198.91,2543,151.4,1.606,1.606,188.72,5.23,-220,-13.1,3.978,3.978,833.6,204.13,2764,164.5,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,2.987,15.9,6.774,80.291,2.477,0.967,2.987,15.9,15.9,93.458,1,0.967,2.301,2,13.9,53.665,1.742,0.884,2.222,0,2,50,1.869,0.884,2.477,2.477,644.88,198.91,2489,148.2,1.606,1.606,173.96,2.38,-114,-6.8,3.978,3.978,818.84,201.28,2603,154.9,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,2.987,15.9,6.774,80.291,2.477,0.967,2.987,15.9,15.9,91.86,1,0.967,2.2,0,15.9,50,1.837,0.851,2.2,0,0,50,1.837,0.851,2.477,2.477,644.88,198.91,2438,145.1,1.606,1.606,159.78,0,0,0,3.978,3.978,804.66,198.91,2438,145.1,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.311,10.126,6.281,108.057,1.841,0.977,2.988,15.9,5.774,80.319,2.476,0.967,2.988,15.9,15.9,95.736,1,0.967,2.739,10.9,5,75.923,1.261,0.962,2.248,0,10.9,50,1.915,0.926,2.476,2.476,644.88,198.91,2761,164.3,1.606,1.606,240.84,19.06,-503,-29.9,3.978,3.978,885.72,217.97,3264,194.3,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.311,10.126,6.281,108.057,1.841,0.977,2.988,15.9,5.774,80.319,2.476,0.967,2.988,15.9,15.9,96.14,1,0.967,2.617,8.406,7.494,68.752,1.398,0.951,2.255,0,8.406,50,1.923,0.935,2.476,2.476,644.88,198.91,2676,159.3,1.606,1.606,222.24,13.34,-420,-25,3.978,3.978,867.12,212.25,3096,184.3,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.311,10.126,6.281,108.057,1.841,0.977,2.988,15.9,5.774,80.319,2.476,0.967,2.988,15.9,15.9,95.68,1,0.967,2.5,6,9.9,62.494,1.531,0.933,2.25,0,6,50,1.914,0.927,2.476,2.476,644.88,198.91,2601,154.8,1.606,1.606,203.88,8.59,-318,-18.9,3.978,3.978,848.76,207.5,2919,173.7,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.311,10.126,6.281,108.057,1.841,0.977,2.988,15.9,5.774,80.319,2.476,0.967,2.988,15.9,15.9,94.764,1,0.967,2.401,4,11.9,57.828,1.639,0.911,2.24,0,4,50,1.895,0.909,2.476,2.476,644.88,198.91,2543,151.4,1.606,1.606,188.73,5.23,-220,-13.1,3.978,3.978,833.61,204.13,2763,164.5,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.311,10.126,6.281,108.057,1.841,0.977,2.988,15.9,5.774,80.319,2.476,0.967,2.988,15.9,15.9,93.462,1,0.967,2.301,2,13.9,53.665,1.742,0.884,2.223,0,2,50,1.869,0.883,2.476,2.476,644.88,198.91,2489,148.1,1.606,1.606,173.97,2.38,-114,-6.8,3.978,3.978,818.85,201.28,2602,154.9,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.311,10.126,6.281,108.057,1.841,0.977,2.988,15.9,5.774,80.319,2.476,0.967,2.988,15.9,15.9,91.864,1,0.967,2.2,0,15.9,50,1.837,0.851,2.2,0,0,50,1.837,0.851,2.476,2.476,644.88,198.91,2438,145.1,1.606,1.606,159.79,0,0,0,3.978,3.978,804.67,198.91,2438,145.1,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,2.985,15.9,4.774,80.5,2.471,0.963,2.985,15.9,15.9,95.68,1,0.963,2.736,10.9,5,75.894,1.261,0.957,2.246,0,10.9,50,1.914,0.922,2.471,2.471,644.88,198.91,2765,164.6,1.61,1.61,240.53,19.03,-502,-29.9,3.978,3.978,885.41,217.94,3266,194.4,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,2.985,15.9,4.774,80.5,2.471,0.963,2.985,15.9,15.9,96.083,1,0.963,2.615,8.406,7.494,68.732,1.398,0.947,2.253,0,8.406,50,1.922,0.931,2.471,2.471,644.88,198.91,2680,159.5,1.61,1.61,221.96,13.32,-418,-24.9,3.978,3.978,866.84,212.23,3098,184.4,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,2.985,15.9,4.774,80.5,2.471,0.963,2.985,15.9,15.9,95.624,1,0.963,2.498,6,9.9,62.481,1.53,0.928,2.249,0,6,50,1.912,0.923,2.471,2.471,644.88,198.91,2604,155,1.61,1.61,203.63,8.58,-317,-18.9,3.978,3.978,848.51,207.48,2921,173.9,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,2.985,15.9,4.774,80.5,2.471,0.963,2.985,15.9,15.9,94.71,1,0.963,2.399,4,11.9,57.82,1.638,0.907,2.238,0,4,50,1.894,0.905,2.471,2.471,644.88,198.91,2547,151.6,1.61,1.61,188.51,5.22,-220,-13.1,3.978,3.978,833.39,204.13,2766,164.7,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,2.985,15.9,4.774,80.5,2.471,0.963,2.985,15.9,15.9,93.411,1,0.963,2.3,2,13.9,53.661,1.741,0.88,2.221,0,2,50,1.868,0.88,2.471,2.471,644.88,198.91,2492,148.4,1.61,1.61,173.77,2.37,-113,-6.7,3.978,3.978,818.66,201.28,2606,155.1,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,2.985,15.9,4.774,80.5,2.471,0.963,2.985,15.9,15.9,91.816,1,0.963,2.198,0,15.9,50,1.836,0.847,2.198,0,0,50,1.836,0.847,2.471,2.471,644.88,198.91,2442,145.3,1.61,1.61,159.62,0,0,0,3.978,3.978,804.5,198.91,2442,145.3,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.438,8.126,3.281,120.457,1.651,0.987,2.984,15.9,7.774,80.502,2.471,0.961,2.984,15.9,15.9,95.647,1,0.961,2.735,10.9,5,75.877,1.261,0.956,2.245,0,10.9,50,1.913,0.92,2.471,2.471,615.78,198.91,2767,164.7,1.61,1.61,240.34,19.01,-501,-29.8,3.978,3.978,856.13,217.92,3268,194.5,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.438,8.126,3.281,120.457,1.651,0.987,2.984,15.9,7.774,80.502,2.471,0.961,2.984,15.9,15.9,96.05,1,0.961,2.614,8.406,7.494,68.72,1.398,0.945,2.252,0,8.406,50,1.921,0.93,2.471,2.471,615.78,198.91,2682,159.6,1.61,1.61,221.79,13.31,-418,-24.9,3.978,3.978,837.58,212.22,3100,184.5,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.438,8.126,3.281,120.457,1.651,0.987,2.984,15.9,7.774,80.502,2.471,0.961,2.984,15.9,15.9,95.591,1,0.961,2.497,6,9.9,62.473,1.53,0.927,2.248,0,6,50,1.912,0.922,2.471,2.471,615.78,198.91,2607,155.2,1.61,1.61,203.48,8.57,-317,-18.9,3.978,3.978,819.27,207.48,2923,174,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.438,8.126,3.281,120.457,1.651,0.987,2.984,15.9,7.774,80.502,2.471,0.961,2.984,15.9,15.9,94.679,1,0.961,2.398,4,11.9,57.816,1.638,0.906,2.237,0,4,50,1.894,0.904,2.471,2.471,615.78,198.91,2549,151.7,1.61,1.61,188.38,5.22,-220,-13.1,3.978,3.978,804.16,204.12,2768,164.8,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.438,8.126,3.281,120.457,1.651,0.987,2.984,15.9,7.774,80.502,2.471,0.961,2.984,15.9,15.9,93.381,1,0.961,2.299,2,13.9,53.659,1.74,0.879,2.22,0,2,50,1.868,0.879,2.471,2.471,615.78,198.91,2495,148.5,1.61,1.61,173.66,2.37,-113,-6.7,3.978,3.978,789.44,201.28,2608,155.2,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.438,8.126,3.281,120.457,1.651,0.987,2.984,15.9,7.774,80.502,2.471,0.961,2.984,15.9,15.9,91.788,1,0.961,2.197,0,15.9,50,1.836,0.846,2.197,0,0,50,1.836,0.846,2.471,2.471,615.78,198.91,2444,145.5,1.61,1.61,159.51,0,0,0,3.978,3.978,775.3,198.91,2444,145.5,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,2.988,15.9,6.774,80.295,2.477,0.967,2.988,15.9,15.9,95.738,1,0.967,2.739,10.9,5,75.923,1.261,0.962,2.248,0,10.9,50,1.915,0.926,2.477,2.477,615.78,198.91,2761,164.3,1.606,1.606,240.85,19.06,-503,-30,3.978,3.978,856.64,217.97,3264,194.3,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,2.988,15.9,6.774,80.295,2.477,0.967,2.988,15.9,15.9,96.142,1,0.967,2.617,8.406,7.494,68.753,1.398,0.951,2.255,0,8.406,50,1.923,0.935,2.477,2.477,615.78,198.91,2676,159.3,1.606,1.606,222.25,13.34,-420,-25,3.978,3.978,838.03,212.25,3096,184.3,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,2.988,15.9,6.774,80.295,2.477,0.967,2.988,15.9,15.9,95.682,1,0.967,2.5,6,9.9,62.494,1.531,0.933,2.25,0,6,50,1.914,0.928,2.477,2.477,615.78,198.91,2601,154.8,1.606,1.606,203.89,8.59,-318,-18.9,3.978,3.978,819.67,207.5,2919,173.7,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,2.988,15.9,6.774,80.295,2.477,0.967,2.988,15.9,15.9,94.766,1,0.967,2.401,4,11.9,57.829,1.639,0.911,2.24,0,4,50,1.895,0.91,2.477,2.477,615.78,198.91,2543,151.4,1.606,1.606,188.74,5.23,-220,-13.1,3.978,3.978,804.52,204.14,2763,164.5,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,2.988,15.9,6.774,80.295,2.477,0.967,2.988,15.9,15.9,93.463,1,0.967,2.301,2,13.9,53.665,1.742,0.884,2.223,0,2,50,1.869,0.884,2.477,2.477,615.78,198.91,2489,148.1,1.606,1.606,173.98,2.38,-114,-6.8,3.978,3.978,789.76,201.28,2602,154.9,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,2.988,15.9,6.774,80.295,2.477,0.967,2.988,15.9,15.9,91.865,1,0.967,2.2,0,15.9,50,1.837,0.851,2.2,0,0,50,1.837,0.851,2.477,2.477,615.78,198.91,2438,145.1,1.606,1.606,159.8,0,0,0,3.978,3.978,775.58,198.91,2438,145.1,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.313,10.126,5.281,107.966,1.842,0.979,2.989,15.9,5.774,80.239,2.479,0.969,2.989,15.9,15.9,95.771,1,0.969,2.74,10.9,5,75.941,1.261,0.964,2.249,0,10.9,50,1.915,0.928,2.479,2.479,615.78,198.91,2759,164.2,1.605,1.605,241.04,19.08,-504,-30,3.978,3.978,856.83,217.99,3262,194.2,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.313,10.126,5.281,107.966,1.842,0.979,2.989,15.9,5.774,80.239,2.479,0.969,2.989,15.9,15.9,96.176,1,0.969,2.618,8.406,7.494,68.765,1.399,0.953,2.256,0,8.406,50,1.924,0.937,2.479,2.479,615.78,198.91,2674,159.2,1.605,1.605,222.42,13.36,-420,-25,3.978,3.978,838.2,212.26,3094,184.2,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.313,10.126,5.281,107.966,1.842,0.979,2.989,15.9,5.774,80.239,2.479,0.969,2.989,15.9,15.9,95.715,1,0.969,2.501,6,9.9,62.502,1.531,0.935,2.251,0,6,50,1.914,0.929,2.479,2.479,615.78,198.91,2599,154.7,1.605,1.605,204.04,8.6,-318,-18.9,3.978,3.978,819.82,207.51,2917,173.6,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.313,10.126,5.281,107.966,1.842,0.979,2.989,15.9,5.774,80.239,2.479,0.969,2.989,15.9,15.9,94.798,1,0.969,2.402,4,11.9,57.833,1.639,0.913,2.241,0,4,50,1.896,0.912,2.479,2.479,615.78,198.91,2541,151.2,1.605,1.605,188.87,5.23,-221,-13.1,3.978,3.978,804.66,204.14,2761,164.4,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.313,10.126,5.281,107.966,1.842,0.979,2.989,15.9,5.774,80.239,2.479,0.969,2.989,15.9,15.9,93.494,1,0.969,2.303,2,13.9,53.667,1.742,0.886,2.224,0,2,50,1.87,0.885,2.479,2.479,615.78,198.91,2487,148,1.605,1.605,174.1,2.38,-114,-6.8,3.978,3.978,789.88,201.29,2600,154.8,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.313,10.126,5.281,107.966,1.842,0.979,2.989,15.9,5.774,80.239,2.479,0.969,2.989,15.9,15.9,91.894,1,0.969,2.201,0,15.9,50,1.838,0.853,2.201,0,0,50,1.838,0.853,2.479,2.479,615.78,198.91,2436,145,1.605,1.605,159.9,0,0,0,3.978,3.978,775.69,198.91,2436,145,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,2.988,15.9,4.774,80.324,2.476,0.967,2.988,15.9,15.9,95.749,1,0.967,2.739,10.9,5,75.929,1.261,0.962,2.248,0,10.9,50,1.915,0.926,2.476,2.476,615.78,198.91,2760,164.3,1.606,1.606,240.92,19.07,-503,-29.9,3.978,3.978,856.7,217.98,3263,194.2,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,2.988,15.9,4.774,80.324,2.476,0.967,2.988,15.9,15.9,96.153,1,0.967,2.618,8.406,7.494,68.757,1.398,0.951,2.255,0,8.406,50,1.923,0.936,2.476,2.476,615.78,198.91,2675,159.2,1.606,1.606,222.31,13.35,-420,-25,3.978,3.978,838.09,212.25,3095,184.2,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,2.988,15.9,4.774,80.324,2.476,0.967,2.988,15.9,15.9,95.693,1,0.967,2.5,6,9.9,62.497,1.531,0.933,2.251,0,6,50,1.914,0.928,2.476,2.476,615.78,198.91,2600,154.8,1.606,1.606,203.94,8.59,-318,-18.9,3.978,3.978,819.72,207.5,2918,173.7,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,2.988,15.9,4.774,80.324,2.476,0.967,2.988,15.9,15.9,94.777,1,0.967,2.402,4,11.9,57.83,1.639,0.911,2.24,0,4,50,1.896,0.91,2.476,2.476,615.78,198.91,2542,151.3,1.606,1.606,188.78,5.23,-220,-13.1,3.978,3.978,804.57,204.14,2762,164.4,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,2.988,15.9,4.774,80.324,2.476,0.967,2.988,15.9,15.9,93.474,1,0.967,2.302,2,13.9,53.666,1.742,0.884,2.223,0,2,50,1.869,0.884,2.476,2.476,615.78,198.91,2488,148.1,1.606,1.606,174.02,2.38,-114,-6.8,3.978,3.978,789.8,201.29,2602,154.9,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,2.988,15.9,4.774,80.324,2.476,0.967,2.988,15.9,15.9,91.875,1,0.967,2.2,0,15.9,50,1.837,0.851,2.2,0,0,50,1.837,0.851,2.476,2.476,615.78,198.91,2437,145.1,1.606,1.606,159.83,0,0,0,3.978,3.978,775.62,198.91,2437,145.1,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.189,12.126,7.281,97.511,2.04,0.964,2.985,15.9,3.774,80.54,2.47,0.962,2.985,15.9,15.9,95.673,1,0.962,2.736,10.9,5,75.89,1.261,0.957,2.246,0,10.9,50,1.913,0.921,2.47,2.47,615.78,198.91,2765,164.6,1.611,1.611,240.49,19.03,-501,-29.8,3.978,3.978,856.28,217.93,3266,194.4,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.189,12.126,7.281,97.511,2.04,0.964,2.985,15.9,3.774,80.54,2.47,0.962,2.985,15.9,15.9,96.076,1,0.962,2.615,8.406,7.494,68.73,1.398,0.946,2.253,0,8.406,50,1.922,0.93,2.47,2.47,615.78,198.91,2680,159.5,1.611,1.611,221.92,13.32,-418,-24.9,3.978,3.978,837.71,212.23,3098,184.4,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.189,12.126,7.281,97.511,2.04,0.964,2.985,15.9,3.774,80.54,2.47,0.962,2.985,15.9,15.9,95.617,1,0.962,2.498,6,9.9,62.479,1.53,0.928,2.248,0,6,50,1.912,0.922,2.47,2.47,615.78,198.91,2605,155.1,1.611,1.611,203.6,8.58,-317,-18.9,3.978,3.978,819.39,207.48,2922,173.9,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.189,12.126,7.281,97.511,2.04,0.964,2.985,15.9,3.774,80.54,2.47,0.962,2.985,15.9,15.9,94.704,1,0.962,2.399,4,11.9,57.819,1.638,0.906,2.238,0,4,50,1.894,0.905,2.47,2.47,615.78,198.91,2547,151.6,1.611,1.611,188.48,5.22,-220,-13.1,3.978,3.978,804.27,204.13,2767,164.7,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.189,12.126,7.281,97.511,2.04,0.964,2.985,15.9,3.774,80.54,2.47,0.962,2.985,15.9,15.9,93.405,1,0.962,2.299,2,13.9,53.661,1.741,0.879,2.221,0,2,50,1.868,0.879,2.47,2.47,615.78,198.91,2493,148.4,1.611,1.611,173.75,2.37,-113,-6.7,3.978,3.978,789.54,201.28,2606,155.1,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.189,12.126,7.281,97.511,2.04,0.964,2.985,15.9,3.774,80.54,2.47,0.962,2.985,15.9,15.9,91.81,1,0.962,2.198,0,15.9,50,1.836,0.847,2.198,0,0,50,1.836,0.847,2.47,2.47,615.78,198.91,2442,145.4,1.611,1.611,159.6,0,0,0,3.978,3.978,775.38,198.91,2442,145.4,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.373,9.126,3.281,114.154,1.742,0.98,2.986,15.9,6.774,80.468,2.472,0.963,2.986,15.9,15.9,95.69,1,0.963,2.737,10.9,5,75.899,1.261,0.958,2.247,0,10.9,50,1.914,0.922,2.472,2.472,588.07,198.91,2764,164.5,1.609,1.609,240.58,19.04,-502,-29.9,3.978,3.978,828.65,217.94,3266,194.4,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.373,9.126,3.281,114.154,1.742,0.98,2.986,15.9,6.774,80.468,2.472,0.963,2.986,15.9,15.9,96.093,1,0.963,2.615,8.406,7.494,68.736,1.398,0.947,2.253,0,8.406,50,1.922,0.932,2.472,2.472,588.07,198.91,2679,159.5,1.609,1.609,222.01,13.32,-419,-24.9,3.978,3.978,810.08,212.23,3098,184.4,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.373,9.126,3.281,114.154,1.742,0.98,2.986,15.9,6.774,80.468,2.472,0.963,2.986,15.9,15.9,95.634,1,0.963,2.498,6,9.9,62.483,1.531,0.929,2.249,0,6,50,1.913,0.924,2.472,2.472,588.07,198.91,2604,155,1.609,1.609,203.67,8.58,-317,-18.9,3.978,3.978,791.74,207.49,2921,173.9,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.373,9.126,3.281,114.154,1.742,0.98,2.986,15.9,6.774,80.468,2.472,0.963,2.986,15.9,15.9,94.72,1,0.963,2.4,4,11.9,57.822,1.638,0.908,2.238,0,4,50,1.894,0.906,2.472,2.472,588.07,198.91,2546,151.5,1.609,1.609,188.55,5.22,-220,-13.1,3.978,3.978,776.62,204.13,2766,164.6,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.373,9.126,3.281,114.154,1.742,0.98,2.986,15.9,6.774,80.468,2.472,0.963,2.986,15.9,15.9,93.42,1,0.963,2.3,2,13.9,53.662,1.741,0.88,2.221,0,2,50,1.868,0.88,2.472,2.472,588.07,198.91,2492,148.3,1.609,1.609,173.81,2.37,-113,-6.7,3.978,3.978,761.88,201.28,2605,155.1,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.373,9.126,3.281,114.154,1.742,0.98,2.986,15.9,6.774,80.468,2.472,0.963,2.986,15.9,15.9,91.824,1,0.963,2.199,0,15.9,50,1.836,0.848,2.199,0,0,50,1.836,0.848,2.472,2.472,588.07,198.91,2441,145.3,1.609,1.609,159.65,0,0,0,3.978,3.978,747.72,198.91,2441,145.3,16.8
